wtg_nr,wws
1,1
2,0.709920677983239
3,0.615355749367675
4,0.551410465937128
5,0.502600655337247
6,0.46316755609319
7,0.430238792036599
8,0.402137593655074
9,0.377783142608699
10,0.356429516711137
